Date,ProductID,Zip,Units,Revenue,Cost,Currency
2020-11-07,1008,550000,42,6149567,4919653,VND
2020-03-17,1008,100000,28,4172286,3337828,VND
2020-12-24,1001,550000,27,4022466,3217972,VND
2020-01-17,1006,100000,36,5491353,4393082,VND
2020-12-13,1005,700000,35,5119739,4095791,VND
2020-05-22,1006,100000,47,7204982,5763985,VND
2020-03-01,1009,550000,25,3741127,2992901,VND
2020-02-14,1007,700000,34,5241718,4193374,VND
2020-04-12,1004,100000,40,6049703,4839762,VND
2020-09-02,1004,700000,44,6396555,5117244,VND
2020-08-08,1002,700000,34,5069516,4055612,VND
2020-10-24,1010,550000,41,6147902,4918321,VND
2020-03-05,1008,100000,42,6273507,5018805,VND
2020-02-28,1004,100000,33,4866853,3893482,VND
2020-10-05,1001,550000,43,6281545,5025236,VND
2020-03-10,1003,550000,35,5439018,4351214,VND
2020-09-07,1010,550000,45,6488856,5191084,VND
2020-12-19,1008,700000,32,5024752,4019801,VND
2020-08-14,1005,550000,40,5938025,4750420,VND
2020-12-02,1004,100000,40,6000362,4800289,VND
2020-06-28,1002,700000,38,5714324,4571459,VND
2020-11-06,1002,700000,27,3965625,3172500,VND
2020-04-27,1009,550000,30,4434790,3547832,VND
2020-08-01,1006,700000,50,7238463,5790770,VND
2020-12-18,1007,550000,28,4107336,3285868,VND
2020-08-23,1002,700000,50,7405553,5924442,VND
2020-08-13,1010,700000,36,5295362,4236289,VND
2020-12-14,1003,100000,36,5494181,4395344,VND
2020-09-03,1009,550000,40,6179959,4943967,VND
2020-12-24,1006,550000,27,4020421,3216336,VND
2020-10-11,1003,550000,27,3932081,3145664,VND
2020-03-20,1009,100000,34,4847984,3878387,VND
2020-07-25,1008,550000,34,5157455,4125964,VND
2020-02-02,1006,700000,38,5601379,4481103,VND
2020-12-18,1010,100000,29,4247851,3398280,VND
2020-09-09,1001,700000,38,5776341,4621072,VND
2020-06-23,1005,550000,30,4598934,3679147,VND
2020-08-21,1008,700000,26,4063173,3250538,VND
2020-03-11,1006,100000,33,4836422,3869137,VND
2020-11-09,1001,100000,30,4299300,3439440,VND
2020-12-09,1002,100000,43,6707461,5365968,VND
2020-04-21,1007,700000,33,5077564,4062051,VND
2020-06-26,1003,700000,34,5009729,4007783,VND
2020-05-27,1002,550000,39,5845660,4676528,VND
2020-06-07,1003,700000,37,5283294,4226635,VND
2020-12-07,1001,100000,39,5894189,4715351,VND
2020-01-10,1009,700000,38,5863468,4690774,VND
2020-12-20,1002,100000,25,3612747,2890197,VND
2020-11-01,1001,700000,43,6139519,4911615,VND
2020-12-04,1007,550000,32,4622163,3697730,VND
2020-11-14,1003,700000,32,4639440,3711552,VND
2020-10-15,1004,700000,41,5886257,4709005,VND
2020-10-14,1006,550000,29,4348044,3478435,VND
2020-11-15,1004,100000,35,5088835,4071068,VND
2020-10-05,1004,100000,35,5412219,4329775,VND
2020-05-14,1004,100000,43,6752859,5402287,VND
2020-12-20,1010,700000,32,4759974,3807979,VND
2020-12-17,1001,700000,26,3948267,3158613,VND
2020-09-07,1006,550000,32,5010911,4008728,VND
2020-02-09,1003,550000,42,6076566,4861252,VND
2020-12-25,1001,550000,45,6599266,5279412,VND
2020-07-04,1008,100000,25,3676463,2941170,VND
2020-10-17,1008,550000,37,5584492,4467593,VND
2020-04-22,1002,700000,35,5356667,4285333,VND
2020-12-02,1004,100000,29,4358041,3486432,VND
2020-03-26,1007,100000,35,5428309,4342647,VND
2020-08-20,1006,700000,33,5063732,4050985,VND
2020-10-19,1003,550000,35,5398202,4318561,VND
2020-03-18,1003,100000,41,6312191,5049752,VND
2020-04-10,1001,100000,28,4092653,3274122,VND
2020-04-15,1010,550000,41,6323520,5058816,VND
2020-11-27,1003,550000,35,5316295,4253036,VND
2020-08-13,1008,700000,27,4122610,3298088,VND
2020-07-01,1004,700000,38,5736196,4588956,VND
2020-03-04,1009,100000,26,3742249,2993799,VND
2020-12-22,1010,100000,34,5003064,4002451,VND
2020-04-11,1001,100000,32,4649625,3719700,VND
2020-05-26,1006,100000,36,5408010,4326408,VND
2020-12-11,1005,700000,39,5858700,4686960,VND
2020-06-19,1009,100000,38,5715407,4572325,VND
2020-05-27,1005,100000,31,4751923,3801538,VND
2020-12-07,1010,550000,33,5001335,4001068,VND
2020-11-27,1003,700000,28,4215691,3372552,VND
2020-06-09,1008,700000,35,5455744,4364595,VND
2020-06-27,1009,550000,34,5255719,4204575,VND
2020-10-10,1006,100000,45,7026779,5621423,VND
2020-11-04,1010,550000,29,4556647,3645317,VND
2020-11-10,1001,700000,42,6088670,4870936,VND
2020-07-25,1008,700000,31,4592195,3673756,VND
2020-08-16,1004,700000,21,3273124,2618499,VND
2020-10-27,1006,100000,30,4327472,3461977,VND
2020-03-22,1007,700000,23,3397423,2717938,VND
2020-03-15,1003,100000,47,7124452,5699561,VND
2020-05-14,1001,100000,42,6176168,4940934,VND
2020-01-25,1007,700000,43,6638221,5310576,VND
2020-10-23,1002,100000,34,5216340,4173072,VND
2020-12-05,1008,700000,42,6325933,5060746,VND
2020-05-14,1004,550000,35,5498212,4398569,VND
2020-05-04,1009,100000,35,5363121,4290496,VND
2020-01-19,1006,550000,31,4481251,3585000,VND
2020-01-07,1006,700000,33,5174565,4139652,VND
2020-06-23,1009,550000,30,4634284,3707427,VND
2020-05-03,1005,550000,33,5007227,4005781,VND
2020-06-20,1006,100000,39,5789428,4631542,VND
2020-03-10,1010,100000,47,7048441,5638752,VND
2020-06-12,1008,100000,38,5768502,4614801,VND
2020-05-09,1004,550000,24,3492314,2793851,VND
2020-04-23,1010,700000,34,5307768,4246214,VND
2020-04-20,1007,100000,40,5990537,4792429,VND
2020-06-21,1001,550000,40,5947042,4757633,VND
2020-01-18,1002,550000,32,4951959,3961567,VND
2020-10-28,1005,700000,46,6617300,5293840,VND
2020-10-23,1004,700000,39,5567516,4454012,VND
2020-10-16,1006,700000,24,3536030,2828824,VND
2020-02-27,1007,100000,34,5072922,4058337,VND
2020-09-15,1001,700000,31,4710964,3768771,VND
2020-04-04,1010,700000,27,3900732,3120585,VND
2020-12-24,1010,100000,39,6068044,4854435,VND
2020-12-08,1003,550000,41,6058432,4846745,VND
2020-11-01,1002,550000,28,4199197,3359357,VND
2020-06-22,1008,550000,31,4549738,3639790,VND
2020-05-15,1007,550000,33,4849066,3879252,VND
2020-03-23,1010,700000,32,4636811,3709448,VND
2020-10-07,1010,550000,40,5917592,4734073,VND
2020-11-08,1010,550000,26,3892613,3114090,VND
2020-06-26,1002,700000,39,6015496,4812396,VND
2020-10-28,1002,100000,42,6146466,4917172,VND
2020-12-13,1008,100000,39,6127112,4901689,VND
2020-02-12,1001,550000,39,6094343,4875474,VND
2020-12-25,1006,700000,37,5617277,4493821,VND
2020-11-21,1002,700000,30,4312359,3449887,VND
2020-07-26,1003,100000,34,5017843,4014274,VND
2020-09-05,1007,550000,42,6467328,5173862,VND
2020-09-10,1006,100000,39,5714293,4571434,VND
2020-07-21,1010,100000,38,5782730,4626184,VND
2020-04-06,1007,100000,28,3995413,3196330,VND
2020-12-27,1004,550000,42,6452525,5162020,VND
2020-07-08,1004,100000,40,5803190,4642552,VND
2020-11-18,1004,700000,27,4223132,3378505,VND
2020-12-07,1003,100000,26,3953931,3163144,VND
2020-11-22,1009,100000,34,4880792,3904633,VND
2020-12-27,1006,700000,38,5444116,4355292,VND
2020-06-16,1003,700000,34,4960513,3968410,VND
2020-10-12,1006,550000,35,5080926,4064740,VND
2020-01-20,1003,700000,36,5209202,4167361,VND
2020-11-01,1001,550000,40,6001858,4801486,VND
2020-05-16,1002,100000,23,3382197,2705757,VND
2020-08-01,1009,700000,36,5295472,4236377,VND
2020-11-02,1003,100000,32,4665556,3732444,VND
2020-10-28,1006,100000,38,5979741,4783792,VND
2020-12-16,1003,700000,36,5505024,4404019,VND
2020-12-15,1005,100000,27,4052775,3242220,VND
2020-08-25,1005,550000,37,5789751,4631800,VND
2020-06-03,1008,100000,33,4903361,3922688,VND
2020-11-04,1008,550000,31,4507921,3606336,VND
2020-01-28,1001,100000,30,4578025,3662420,VND
2020-03-19,1006,550000,29,4146105,3316884,VND
2020-04-09,1004,700000,34,5207135,4165708,VND
2020-11-18,1005,700000,37,5687356,4549884,VND
2020-11-15,1004,100000,35,5405400,4324320,VND
2020-03-19,1008,550000,37,5742517,4594013,VND
2020-06-04,1004,100000,29,4441456,3553164,VND
2020-10-08,1003,100000,32,4867756,3894204,VND
2020-07-11,1002,700000,37,5454393,4363514,VND
2020-12-12,1005,550000,36,5479608,4383686,VND
2020-12-13,1007,700000,28,4193858,3355086,VND
2020-12-22,1002,550000,42,6559318,5247454,VND
2020-06-26,1005,100000,33,4841751,3873400,VND
2020-10-26,1006,550000,31,4541800,3633440,VND
2020-04-26,1004,100000,35,5275324,4220259,VND
2020-04-08,1009,550000,28,4150251,3320200,VND
2020-11-26,1003,100000,31,4457383,3565906,VND
2020-06-12,1010,100000,34,5220474,4176379,VND
2020-04-20,1008,550000,42,5988200,4790560,VND
2020-11-03,1004,700000,31,4633639,3706911,VND
2020-04-09,1006,100000,29,4201416,3361132,VND
2020-11-16,1010,100000,36,5620989,4496791,VND
2020-11-10,1006,700000,38,5423877,4339101,VND
2020-04-07,1002,700000,48,7466359,5973087,VND
2020-03-03,1003,100000,40,5974327,4779461,VND
2020-12-22,1007,550000,35,5267569,4214055,VND
2020-07-24,1007,700000,28,4358987,3487189,VND
2020-08-28,1001,550000,32,5039062,4031249,VND
2020-06-03,1002,550000,31,4762349,3809879,VND
2020-11-17,1004,100000,31,4850167,3880133,VND
2020-11-07,1005,700000,40,5928502,4742801,VND
2020-11-03,1006,100000,33,4826057,3860845,VND
2020-10-22,1010,700000,32,4638614,3710891,VND
2020-12-17,1009,100000,35,5490291,4392232,VND
2020-05-22,1004,700000,43,6382030,5105624,VND
2020-05-07,1010,700000,42,6229226,4983380,VND
2020-09-24,1001,700000,36,5657228,4525782,VND
2020-07-20,1002,550000,40,6079323,4863458,VND
2020-05-24,1001,550000,35,5342483,4273986,VND
2020-11-07,1001,700000,34,4951635,3961308,VND
2020-07-14,1006,100000,37,5751474,4601179,VND
2020-08-14,1001,700000,35,5153481,4122784,VND
2020-01-12,1005,700000,24,3742212,2993769,VND
2020-03-07,1008,550000,36,5627065,4501652,VND
2020-09-01,1009,100000,34,5015902,4012721,VND
2020-09-19,1010,700000,39,6134343,4907474,VND
2020-06-23,1003,100000,36,5521232,4416985,VND
2020-05-11,1010,100000,39,5649564,4519651,VND
2020-11-26,1006,700000,37,5720772,4576617,VND
2020-08-06,1001,550000,28,4068438,3254750,VND
2020-06-01,1002,550000,36,5319485,4255588,VND
2020-12-04,1009,550000,37,5407896,4326316,VND
2020-10-18,1009,700000,34,5197228,4157782,VND
2020-03-24,1004,100000,41,6071881,4857504,VND
2020-08-24,1009,700000,40,6292078,5033662,VND
2020-06-05,1001,700000,41,5889794,4711835,VND
2020-12-03,1008,550000,39,5701376,4561100,VND
2020-05-01,1007,700000,26,3790044,3032035,VND
2020-10-24,1002,550000,28,4236182,3388945,VND
2020-05-08,1001,100000,36,5550076,4440060,VND
2020-09-25,1006,550000,37,5817755,4654204,VND
2020-01-11,1009,550000,29,4370686,3496548,VND
2020-07-11,1007,100000,45,6492534,5194027,VND
2020-07-23,1009,100000,38,5594872,4475897,VND
2020-01-01,1003,550000,37,5430927,4344741,VND
2020-03-22,1008,700000,51,7778869,6223095,VND
2020-09-16,1001,100000,32,4981775,3985420,VND
2020-11-25,1002,550000,30,4280930,3424744,VND
2020-08-17,1007,100000,42,6466917,5173533,VND
2020-09-12,1007,700000,31,4496458,3597166,VND
2020-06-21,1006,100000,38,5591050,4472840,VND
2020-12-21,1008,100000,33,5162254,4129803,VND
2020-07-04,1007,100000,35,5329332,4263465,VND
2020-07-17,1010,700000,34,4855616,3884492,VND
2020-07-26,1001,100000,34,5005604,4004483,VND
2020-01-17,1008,550000,45,6554000,5243200,VND
2020-12-02,1008,700000,47,6858455,5486764,VND
2020-02-19,1009,100000,29,4404388,3523510,VND
2020-02-13,1009,700000,39,5669628,4535702,VND
2020-09-05,1006,100000,28,4251192,3400953,VND
2020-05-16,1008,100000,34,4953388,3962710,VND
2020-06-08,1003,700000,36,5163524,4130819,VND
2020-09-27,1001,550000,30,4566685,3653348,VND
2020-12-04,1009,100000,35,5396526,4317220,VND
2020-06-27,1002,700000,51,7302762,5842209,VND
2020-07-03,1009,100000,30,4470904,3576723,VND
2020-05-11,1009,550000,35,5065189,4052151,VND
2020-10-04,1005,550000,26,3926631,3141304,VND
2020-06-24,1008,700000,24,3585597,2868477,VND
2020-11-04,1005,100000,40,5791028,4632822,VND
2020-09-11,1005,700000,28,4233617,3386893,VND
2020-01-05,1004,100000,42,6365943,5092754,VND
2020-07-28,1005,100000,33,4833613,3866890,VND
2020-09-28,1009,100000,39,5891830,4713464,VND
2020-11-17,1010,700000,31,4519260,3615408,VND
2020-08-22,1006,550000,39,5885640,4708512,VND
2020-11-02,1001,100000,32,4567595,3654076,VND
2020-06-09,1001,700000,39,6125503,4900402,VND
2020-12-13,1006,550000,34,5049980,4039984,VND
2020-01-27,1004,550000,45,6944664,5555731,VND
2020-07-16,1009,550000,36,5539300,4431440,VND
2020-05-06,1005,700000,26,4094346,3275476,VND
2020-11-05,1007,100000,45,6640371,5312296,VND
2020-02-06,1008,100000,42,6073110,4858488,VND
2020-10-28,1010,550000,38,5896321,4717056,VND
2020-06-08,1008,550000,30,4713482,3770785,VND
2020-03-05,1006,550000,31,4735302,3788241,VND
2020-12-08,1001,100000,39,6124384,4899507,VND
2020-09-15,1003,700000,33,5178794,4143035,VND
2020-10-04,1009,550000,38,5846579,4677263,VND
2020-12-26,1008,100000,36,5437401,4349920,VND
2020-01-05,1004,700000,45,6745474,5396379,VND
2020-01-04,1004,700000,30,4298970,3439176,VND
2020-07-24,1005,700000,38,5769996,4615996,VND
2020-12-02,1002,700000,45,7066395,5653116,VND
2020-02-26,1003,700000,37,5517619,4414095,VND
2020-04-05,1010,700000,38,5965311,4772248,VND
2020-02-23,1004,550000,37,5803753,4643002,VND
2020-12-01,1004,100000,26,4065644,3252515,VND
2020-12-16,1005,550000,29,4355823,3484658,VND
2020-11-19,1006,100000,23,3292896,2634316,VND
2020-04-12,1008,100000,38,5421589,4337271,VND
2020-05-27,1010,550000,29,4204762,3363809,VND
2020-03-16,1007,700000,39,5660205,4528164,VND
2020-03-18,1007,700000,27,4099136,3279308,VND
2020-12-25,1001,550000,29,4461717,3569373,VND
2020-09-10,1009,100000,37,5447954,4358363,VND
2020-10-09,1001,700000,33,5054128,4043302,VND
2020-09-01,1008,700000,46,6587124,5269699,VND
2020-07-25,1006,550000,34,5087524,4070019,VND
2020-09-03,1001,100000,34,5091102,4072881,VND
2020-12-09,1008,700000,39,6050293,4840234,VND
2020-05-14,1001,100000,32,5020168,4016134,VND
2020-10-22,1001,100000,34,4958660,3966928,VND
2020-05-14,1004,700000,39,5965994,4772795,VND
2020-06-19,1004,100000,33,5138222,4110577,VND
2020-09-26,1004,100000,38,5791977,4633581,VND
2020-09-14,1009,550000,41,6200841,4960672,VND
2020-10-05,1004,700000,36,5331514,4265211,VND
2020-12-04,1006,550000,30,4303449,3442759,VND
2020-10-01,1005,100000,32,4712322,3769857,VND
2020-11-20,1008,700000,31,4650641,3720512,VND
2020-11-12,1001,550000,43,6479691,5183752,VND
2020-08-18,1004,100000,32,4787808,3830246,VND
2020-08-03,1003,550000,30,4678192,3742553,VND
2020-12-21,1009,550000,33,5086538,4069230,VND
2020-01-02,1001,100000,29,4504867,3603893,VND
2020-09-01,1001,700000,30,4475387,3580309,VND
2020-12-17,1009,100000,30,4531304,3625043,VND
2020-07-17,1010,100000,34,5118040,4094432,VND
2020-12-12,1006,550000,47,6906240,5524992,VND
2020-01-21,1003,550000,42,6180005,4944004,VND
2020-01-14,1002,700000,30,4541929,3633543,VND
2020-05-21,1009,550000,20,3014398,2411518,VND
2020-05-16,1008,550000,37,5439130,4351304,VND
2020-05-06,1002,100000,33,4763990,3811192,VND
2020-08-28,1003,100000,34,5159273,4127418,VND
2020-10-10,1010,700000,36,5302771,4242216,VND
2020-05-19,1006,550000,31,4661639,3729311,VND
2020-05-24,1007,550000,41,5958357,4766685,VND
2020-06-13,1001,700000,26,3716575,2973260,VND
2020-12-28,1001,100000,31,4850886,3880708,VND
2020-06-01,1002,550000,30,4498801,3599040,VND
2020-07-01,1004,100000,28,4122628,3298102,VND
2020-08-28,1009,700000,36,5474419,4379535,VND
2020-07-06,1010,700000,39,5987482,4789985,VND
2020-04-27,1002,100000,32,4848950,3879160,VND
2020-10-24,1006,700000,33,5095625,4076500,VND
2020-07-06,1005,100000,39,6088388,4870710,VND
2020-11-25,1010,100000,38,5594538,4475630,VND
2020-10-09,1008,100000,34,5230931,4184744,VND
2020-01-27,1010,100000,37,5695696,4556556,VND
2020-10-03,1007,700000,29,4381875,3505500,VND
2020-03-03,1004,100000,41,6105206,4884164,VND
2020-05-20,1003,100000,40,6261689,5009351,VND
2020-04-21,1002,100000,39,6108378,4886702,VND
2020-05-12,1005,100000,29,4237080,3389664,VND
2020-07-04,1002,700000,45,6701725,5361380,VND
2020-04-17,1006,700000,50,7421402,5937121,VND
2020-07-04,1004,550000,32,4759855,3807884,VND
2020-05-24,1008,100000,37,5284825,4227860,VND
2020-12-05,1007,100000,35,5033772,4027017,VND
2020-05-11,1004,100000,29,4292707,3434165,VND
2020-11-14,1008,550000,34,5019842,4015873,VND
2020-11-11,1007,100000,25,3872556,3098044,VND
2020-04-13,1002,100000,44,6564113,5251290,VND
2020-12-20,1010,550000,40,5954556,4763644,VND
2020-12-27,1003,100000,32,4667089,3733671,VND
2020-11-06,1006,700000,39,5970440,4776352,VND
2020-03-26,1002,550000,35,5355151,4284120,VND
2020-06-01,1010,100000,34,4845919,3876735,VND
2020-06-25,1005,700000,26,3808877,3047101,VND
2020-10-10,1006,700000,28,4094351,3275480,VND
2020-07-15,1009,100000,36,5576285,4461028,VND
2020-12-08,1007,700000,30,4367528,3494022,VND
2020-10-26,1010,100000,33,4818312,3854649,VND
2020-01-16,1006,100000,33,4733922,3787137,VND
2020-12-24,1010,700000,47,7135624,5708499,VND
2020-09-23,1005,550000,36,5300953,4240762,VND
2020-07-10,1007,100000,41,5853493,4682794,VND
2020-08-26,1001,700000,41,6378602,5102881,VND
2020-03-11,1008,100000,21,3277372,2621897,VND
2020-07-08,1008,100000,45,6996356,5597084,VND
2020-03-02,1003,550000,37,5460896,4368716,VND
2020-01-26,1009,100000,42,6224045,4979236,VND
2020-09-02,1004,550000,35,5111447,4089157,VND
2020-04-13,1006,100000,30,4394168,3515334,VND
2020-07-27,1008,550000,36,5301839,4241471,VND
2020-06-22,1003,550000,29,4510783,3608626,VND
2020-10-21,1006,550000,36,5550761,4440608,VND
2020-03-09,1006,550000,34,4910361,3928288,VND
2020-11-02,1001,100000,41,6165343,4932274,VND
2020-10-06,1004,100000,34,5046252,4037001,VND
2020-08-23,1008,700000,31,4597140,3677712,VND
2020-07-13,1006,100000,27,4137745,3310196,VND
2020-06-07,1005,100000,27,4156912,3325529,VND
2020-05-27,1003,550000,29,4548975,3639180,VND
2020-07-14,1001,550000,24,3427154,2741723,VND
2020-04-02,1004,100000,30,4628374,3702699,VND
2020-08-12,1006,550000,34,5118600,4094880,VND
2020-12-23,1004,550000,34,5027034,4021627,VND
2020-10-06,1003,550000,40,5873246,4698596,VND
2020-08-20,1006,550000,34,5053559,4042847,VND
2020-04-22,1001,700000,34,4853026,3882420,VND
2020-08-03,1009,100000,39,6110749,4888599,VND
2020-07-20,1004,700000,32,4704225,3763380,VND
2020-12-22,1006,100000,54,8106526,6485220,VND
2020-06-05,1003,100000,33,4754711,3803768,VND
2020-06-21,1006,550000,32,4940986,3952788,VND
2020-08-09,1003,100000,27,4014480,3211584,VND
2020-04-05,1007,550000,36,5461748,4369398,VND
2020-10-17,1010,700000,42,6447634,5158107,VND
2020-08-10,1010,100000,39,5986788,4789430,VND
2020-09-20,1002,100000,25,3628637,2902909,VND
2020-01-16,1004,700000,48,7348625,5878900,VND
2020-08-05,1010,700000,34,4926543,3941234,VND
2020-10-26,1007,550000,36,5356386,4285108,VND
2020-12-25,1010,700000,38,5542276,4433820,VND
2020-07-12,1007,700000,44,6422729,5138183,VND
2020-11-08,1010,100000,50,7807389,6245911,VND
2020-09-25,1005,700000,49,7596610,6077288,VND
2020-05-28,1005,550000,35,5420962,4336769,VND
2020-03-23,1005,100000,45,6550771,5240616,VND
2020-12-02,1003,700000,32,4643633,3714906,VND
2020-10-24,1004,550000,27,4062180,3249744,VND
2020-09-02,1007,550000,41,6247212,4997769,VND
2020-10-16,1009,550000,41,6434322,5147457,VND
2020-09-23,1001,100000,30,4688245,3750596,VND
2020-05-21,1005,100000,34,5162296,4129836,VND
2020-09-08,1008,700000,35,5125600,4100480,VND
2020-01-22,1004,550000,49,7187365,5749892,VND
2020-06-27,1007,100000,42,6078776,4863020,VND
2020-05-27,1010,550000,43,6676946,5341556,VND
2020-03-27,1001,700000,41,6116524,4893219,VND
2020-12-01,1004,700000,37,5730937,4584749,VND
2020-06-19,1005,700000,41,6288601,5030880,VND
2020-12-28,1003,700000,26,3793172,3034537,VND
2020-03-20,1007,100000,30,4567854,3654283,VND
2020-01-07,1002,550000,33,4829856,3863884,VND
2020-08-19,1002,100000,39,5718297,4574637,VND
2020-12-04,1002,100000,33,4732448,3785958,VND
2020-06-10,1009,550000,37,5359959,4287967,VND
2020-04-01,1010,700000,37,5507647,4406117,VND
2020-09-03,1005,550000,39,6106513,4885210,VND
2020-09-11,1005,700000,32,4611163,3688930,VND
2020-06-24,1010,100000,28,4049919,3239935,VND
2020-11-09,1010,700000,30,4438463,3550770,VND
2020-10-28,1001,100000,30,4450948,3560758,VND
2020-03-04,1009,550000,34,4875511,3900408,VND
2020-01-18,1007,100000,32,4999382,3999505,VND
2020-07-10,1008,100000,27,3897344,3117875,VND
2020-06-27,1004,100000,32,4815598,3852478,VND
2020-01-01,1003,100000,36,5142576,4114060,VND
2020-11-20,1008,550000,39,5984906,4787924,VND
2020-05-14,1007,700000,33,5097283,4077826,VND
2020-12-25,1002,550000,39,6011362,4809089,VND
2020-11-28,1005,700000,34,4955366,3964292,VND
2020-04-15,1008,550000,32,4678379,3742703,VND
2020-08-03,1001,550000,26,4004820,3203856,VND
2020-10-18,1006,100000,30,4308346,3446676,VND
2020-11-02,1004,550000,33,4991457,3993165,VND
2020-05-20,1005,550000,34,5043981,4035184,VND
2020-02-16,1004,700000,39,5560515,4448412,VND
2020-05-17,1010,100000,45,7066824,5653459,VND
2020-03-18,1001,700000,33,5060701,4048560,VND
2020-10-28,1006,100000,36,5205206,4164164,VND
2020-06-05,1004,100000,41,6391349,5113079,VND
2020-02-13,1008,550000,38,5792087,4633669,VND
2020-06-16,1003,700000,33,5049818,4039854,VND
2020-02-04,1010,550000,35,5056528,4045222,VND
2020-03-05,1003,700000,31,4515947,3612757,VND
2020-04-19,1007,100000,42,6195277,4956221,VND
2020-10-24,1003,550000,24,3544443,2835554,VND
2020-07-20,1008,100000,31,4750141,3800112,VND
2020-03-11,1001,700000,31,4830998,3864798,VND
2020-12-08,1006,550000,33,4980409,3984327,VND
2020-09-23,1004,700000,32,4904941,3923952,VND
2020-11-13,1007,100000,41,6180511,4944408,VND
2020-10-17,1003,550000,38,5664330,4531464,VND
2020-12-13,1004,550000,33,4987303,3989842,VND
2020-08-14,1006,100000,29,4305755,3444604,VND
2020-07-05,1006,100000,42,6169377,4935501,VND
2020-08-25,1008,700000,39,5559263,4447410,VND
2020-03-22,1003,700000,43,6551132,5240905,VND
2020-04-06,1001,700000,33,5147071,4117656,VND
2020-10-24,1003,100000,31,4618764,3695011,VND
2020-05-09,1001,700000,35,5031732,4025385,VND
2020-12-05,1008,550000,41,6309474,5047579,VND
2020-10-12,1003,700000,35,5180321,4144256,VND
2020-12-14,1008,550000,32,4654539,3723631,VND
2020-09-06,1010,100000,35,5446729,4357383,VND
2020-06-27,1004,550000,34,5079346,4063476,VND
2020-07-04,1007,100000,33,5001068,4000854,VND
2020-05-17,1010,700000,36,5448801,4359040,VND
2020-04-20,1001,100000,36,5372942,4298353,VND
2020-10-05,1001,100000,26,4049314,3239451,VND
2020-08-09,1010,100000,42,6602997,5282397,VND
2020-01-11,1002,700000,28,4321760,3457408,VND
2020-03-19,1005,700000,35,5130106,4104084,VND
2020-04-15,1009,100000,40,6031688,4825350,VND
2020-10-05,1005,100000,35,5315059,4252047,VND
2020-11-21,1010,700000,32,4689605,3751684,VND
2020-07-15,1001,100000,28,4084111,3267288,VND
2020-11-08,1003,700000,36,5475332,4380265,VND
2020-08-01,1010,550000,31,4504184,3603347,VND
2020-03-05,1006,100000,39,5664079,4531263,VND
2020-02-21,1009,550000,36,5146302,4117041,VND
2020-08-14,1004,100000,33,4745271,3796216,VND
2020-06-27,1001,700000,25,3891709,3113367,VND
2020-04-26,1010,550000,40,5729023,4583218,VND
2020-09-07,1004,100000,38,5822101,4657680,VND
2020-03-20,1009,100000,39,6061476,4849180,VND
2020-09-15,1006,700000,30,4592411,3673928,VND
2020-10-24,1008,700000,32,5009040,4007232,VND
2020-12-12,1006,100000,43,6228055,4982444,VND
2020-12-17,1002,550000,36,5374279,4299423,VND
2020-10-01,1008,550000,30,4291978,3433582,VND
2020-10-16,1010,550000,33,5018722,4014977,VND
2020-02-28,1004,100000,37,5391979,4313583,VND
2020-10-19,1002,700000,38,5641644,4513315,VND
2020-11-14,1007,100000,43,6436146,5148916,VND
2020-05-22,1009,550000,29,4309959,3447967,VND
2020-08-10,1002,550000,39,6125729,4900583,VND
2020-06-25,1009,100000,37,5708059,4566447,VND
2020-10-12,1005,100000,33,5098394,4078715,VND
2020-03-09,1007,550000,31,4534158,3627326,VND
2020-11-05,1009,550000,33,5138365,4110692,VND
2020-11-19,1006,100000,29,4161305,3329044,VND
2020-06-05,1005,100000,40,6120930,4896744,VND
2020-07-01,1006,700000,41,6040362,4832289,VND
2020-04-08,1004,700000,44,6568785,5255028,VND
2020-04-06,1001,550000,42,6221359,4977087,VND
2020-04-21,1002,550000,31,4426678,3541342,VND
2020-10-05,1008,700000,40,6066062,4852849,VND
2020-06-21,1009,100000,32,4925190,3940152,VND
2020-04-25,1001,700000,40,5790670,4632536,VND
2020-10-23,1006,100000,32,4700105,3760084,VND
2020-10-27,1004,100000,39,6086139,4868911,VND
2020-01-25,1010,550000,40,5973978,4779182,VND
2020-06-21,1008,100000,34,5164776,4131820,VND
2020-03-07,1005,100000,35,5066515,4053212,VND
2020-10-22,1006,550000,37,5506599,4405279,VND
2020-08-21,1002,700000,41,6374978,5099982,VND
2020-07-03,1002,700000,33,4833426,3866740,VND
2020-06-28,1002,100000,33,5109986,4087988,VND
2020-05-24,1010,550000,36,5336534,4269227,VND
2020-04-17,1006,100000,35,5484618,4387694,VND
2020-10-18,1003,700000,33,4871347,3897077,VND
2020-10-12,1006,100000,26,4001468,3201174,VND
2020-11-03,1005,550000,40,5866581,4693264,VND
2020-05-11,1003,100000,34,4956338,3965070,VND
2020-08-05,1001,550000,31,4429639,3543711,VND
2020-12-07,1006,700000,44,6322334,5057867,VND
2020-12-13,1010,550000,34,5021484,4017187,VND
2020-07-27,1010,550000,40,5808321,4646656,VND
2020-05-09,1003,700000,38,5794805,4635844,VND
2020-07-03,1002,700000,30,4609593,3687674,VND
2020-06-21,1006,700000,34,5194673,4155738,VND
2020-05-19,1008,100000,41,6009322,4807457,VND
2020-01-16,1009,550000,41,6084907,4867925,VND
2020-03-05,1008,100000,39,5602723,4482178,VND
2020-05-28,1006,700000,33,4933410,3946728,VND
