Date,ProductID,Zip,Units,Revenue,Cost,Currency
2021-07-16,1002,700000,39,6264564,5011651,VND
2021-07-22,1006,100000,38,6032773,4826218,VND
2021-01-09,1001,550000,35,5126798,4101438,VND
2021-09-13,1008,700000,36,5334892,4267913,VND
2021-01-26,1002,100000,33,5094385,4075508,VND
2021-09-09,1008,100000,41,5998098,4798478,VND
2021-06-20,1003,100000,43,6300436,5040348,VND
2021-05-27,1008,100000,37,5903276,4722620,VND
2021-12-16,1004,100000,44,6465210,5172168,VND
2021-02-18,1005,550000,30,4465906,3572724,VND
2021-06-16,1009,550000,37,5752316,4601852,VND
2021-05-09,1003,700000,43,6295754,5036603,VND
2021-11-16,1009,100000,33,5047745,4038196,VND
2021-07-24,1008,700000,38,6004095,4803276,VND
2021-11-25,1003,100000,42,6751734,5401387,VND
2021-04-15,1004,550000,39,6087505,4870004,VND
2021-12-02,1004,700000,26,3934444,3147555,VND
2021-11-28,1008,700000,38,5701126,4560900,VND
2021-01-01,1006,550000,29,4271124,3416899,VND
2021-10-23,1005,700000,37,5527598,4422078,VND
2021-11-08,1009,100000,36,5776430,4621144,VND
2021-06-16,1010,700000,35,5505480,4404384,VND
2021-09-12,1002,700000,49,7436144,5948915,VND
2021-08-26,1007,700000,34,5293617,4234893,VND
2021-06-19,1003,100000,40,6319480,5055584,VND
2021-05-26,1010,700000,34,5053159,4042527,VND
2021-11-22,1007,100000,38,5992507,4794005,VND
2021-06-14,1006,700000,36,5749534,4599627,VND
2021-09-13,1004,550000,43,6702661,5362128,VND
2021-11-10,1001,550000,45,6743700,5394960,VND
2021-03-01,1002,100000,39,6247607,4998085,VND
2021-11-08,1006,100000,42,6711604,5369283,VND
2021-10-20,1010,100000,38,5585931,4468744,VND
2021-04-27,1002,550000,31,4589175,3671340,VND
2021-07-10,1009,100000,29,4562326,3649860,VND
2021-02-06,1007,550000,27,4334958,3467966,VND
2021-04-23,1009,100000,38,6007252,4805801,VND
2021-11-09,1001,700000,41,6147972,4918377,VND
2021-09-02,1004,100000,33,5293479,4234783,VND
2021-07-10,1004,700000,40,6385070,5108056,VND
2021-07-12,1009,100000,34,5146761,4117408,VND
2021-01-05,1003,550000,34,5106150,4084920,VND
2021-09-02,1008,700000,44,6727329,5381863,VND
2021-08-23,1007,700000,26,3813786,3051028,VND
2021-02-25,1010,100000,49,7815329,6252263,VND
2021-10-05,1003,100000,41,6041929,4833543,VND
2021-07-28,1003,550000,36,5506218,4404974,VND
2021-02-15,1004,700000,25,3744057,2995245,VND
2021-06-28,1008,100000,36,5530918,4424734,VND
2021-10-10,1007,550000,37,5690481,4552384,VND
2021-03-16,1007,100000,38,5959859,4767887,VND
2021-06-14,1005,700000,35,5149735,4119788,VND
2021-07-05,1007,100000,39,6112144,4889715,VND
2021-01-13,1002,100000,45,6782222,5425777,VND
2021-12-20,1007,100000,39,6083104,4866483,VND
2021-08-03,1008,100000,34,5107821,4086256,VND
2021-08-26,1010,100000,29,4570813,3656650,VND
2021-12-15,1003,700000,32,4936818,3949454,VND
2021-02-01,1002,700000,28,4389969,3511975,VND
2021-07-02,1003,700000,41,6429099,5143279,VND
2021-08-03,1005,550000,29,4657378,3725902,VND
2021-05-23,1006,550000,35,5142397,4113917,VND
2021-10-18,1010,100000,33,4998824,3999059,VND
2021-09-11,1007,700000,31,4957275,3965820,VND
2021-08-03,1005,100000,48,7731287,6185029,VND
2021-11-16,1005,100000,43,6561635,5249308,VND
2021-07-23,1002,100000,39,5731280,4585024,VND
2021-08-08,1010,700000,32,5059057,4047245,VND
2021-07-08,1005,100000,29,4496580,3597264,VND
2021-08-14,1006,700000,42,6694481,5355584,VND
2021-11-12,1007,700000,27,4305553,3444442,VND
2021-06-27,1007,550000,30,4713129,3770503,VND
2021-06-07,1004,700000,37,5847219,4677775,VND
2021-12-13,1005,700000,43,6843573,5474858,VND
2021-06-23,1009,550000,36,5417835,4334268,VND
2021-06-28,1003,100000,40,6371728,5097382,VND
2021-10-05,1003,550000,38,5654257,4523405,VND
2021-12-23,1010,550000,36,5799603,4639682,VND
2021-07-25,1009,700000,36,5523441,4418752,VND
2021-10-23,1009,550000,48,7612065,6089652,VND
2021-01-19,1006,700000,39,6231298,4985038,VND
2021-02-10,1007,700000,34,5048470,4038776,VND
2021-12-03,1004,100000,17,2529343,2023474,VND
2021-09-02,1010,550000,27,4245425,3396340,VND
2021-09-03,1005,100000,25,3831261,3065008,VND
2021-06-15,1007,700000,37,5889887,4711909,VND
2021-06-27,1009,550000,36,5383042,4306433,VND
2021-11-02,1010,100000,45,7148936,5719148,VND
2021-10-21,1006,700000,47,7519453,6015562,VND
2021-06-04,1004,700000,35,5163579,4130863,VND
2021-02-10,1009,700000,30,4813326,3850660,VND
2021-06-23,1004,550000,42,6208208,4966566,VND
2021-06-17,1004,100000,45,7143185,5714548,VND
2021-11-03,1004,700000,43,6752480,5401984,VND
2021-08-15,1001,100000,37,5882377,4705901,VND
2021-01-16,1010,550000,29,4245623,3396498,VND
2021-10-09,1009,100000,43,6423602,5138881,VND
2021-10-16,1005,700000,45,6840489,5472391,VND
2021-04-15,1008,700000,40,5929326,4743460,VND
2021-04-05,1002,700000,42,6209316,4967452,VND
2021-12-21,1006,550000,39,5871071,4696856,VND
2021-03-08,1002,100000,23,3703057,2962445,VND
2021-01-16,1002,100000,37,5829848,4663878,VND
2021-08-10,1008,700000,36,5298213,4238570,VND
2021-08-18,1003,550000,40,6422642,5138113,VND
2021-04-09,1009,100000,29,4333679,3466943,VND
2021-10-23,1006,700000,29,4581520,3665216,VND
2021-04-02,1001,550000,42,6393987,5115189,VND
2021-12-20,1007,100000,35,5622750,4498200,VND
2021-11-24,1005,100000,33,5247382,4197905,VND
2021-12-25,1009,100000,32,4990331,3992264,VND
2021-10-27,1009,100000,42,6284899,5027919,VND
2021-10-15,1005,100000,33,4913172,3930537,VND
2021-07-09,1003,100000,31,4548825,3639060,VND
2021-11-13,1006,550000,49,7528841,6023072,VND
2021-08-22,1009,100000,40,6186204,4948963,VND
2021-02-15,1001,100000,34,5055535,4044428,VND
2021-02-24,1001,700000,40,6082863,4866290,VND
2021-01-10,1005,100000,44,6908576,5526860,VND
2021-08-02,1004,100000,36,5555063,4444050,VND
2021-12-23,1006,100000,35,5629759,4503807,VND
2021-05-13,1003,550000,42,6272955,5018364,VND
2021-07-02,1008,700000,39,6103598,4882878,VND
2021-11-28,1002,100000,30,4600571,3680456,VND
2021-03-22,1008,700000,35,5133796,4107036,VND
2021-09-03,1010,100000,45,6621583,5297266,VND
2021-04-09,1010,700000,47,7115892,5692713,VND
2021-07-18,1006,100000,41,6003569,4802855,VND
2021-11-18,1010,550000,37,5703139,4562511,VND
2021-10-17,1004,550000,39,6283360,5026688,VND
2021-08-23,1005,550000,34,5319811,4255848,VND
2021-12-05,1009,700000,34,5165199,4132159,VND
2021-12-16,1008,700000,36,5586883,4469506,VND
2021-12-19,1010,100000,44,6895515,5516412,VND
2021-02-11,1002,700000,48,7210529,5768423,VND
2021-08-01,1010,100000,37,5877272,4701817,VND
2021-05-21,1008,100000,45,6727824,5382259,VND
2021-11-08,1003,700000,33,4918940,3935152,VND
2021-03-21,1008,100000,31,4846379,3877103,VND
2021-05-16,1003,550000,42,6148928,4919142,VND
2021-10-06,1002,700000,29,4527248,3621798,VND
2021-09-17,1008,100000,39,5807386,4645908,VND
2021-07-01,1005,100000,35,5167208,4133766,VND
2021-03-26,1009,550000,44,6772076,5417660,VND
2021-11-03,1005,100000,42,6474066,5179252,VND
2021-01-22,1008,100000,39,5893160,4714528,VND
2021-12-09,1010,550000,46,7030873,5624698,VND
2021-09-11,1009,700000,32,4873750,3899000,VND
2021-04-17,1006,100000,44,6862004,5489603,VND
2021-12-08,1009,100000,42,6321322,5057057,VND
2021-03-07,1010,100000,34,5342837,4274269,VND
2021-11-22,1002,100000,28,4222296,3377836,VND
2021-11-16,1001,100000,42,6149704,4919763,VND
2021-10-02,1005,550000,32,5098252,4078601,VND
2021-09-20,1008,100000,34,5413513,4330810,VND
2021-11-25,1009,700000,45,7253825,5803060,VND
2021-06-25,1004,700000,47,7077499,5661999,VND
2021-10-20,1001,550000,44,6765799,5412639,VND
2021-10-18,1003,550000,34,5227682,4182145,VND
2021-05-12,1005,550000,45,6831540,5465232,VND
2021-08-05,1008,550000,31,4755685,3804548,VND
2021-08-01,1010,100000,38,5659351,4527480,VND
2021-05-12,1008,700000,40,5848042,4678433,VND
2021-05-24,1008,100000,47,7403815,5923052,VND
2021-09-17,1001,100000,32,4703271,3762616,VND
2021-09-27,1001,550000,26,4074679,3259743,VND
2021-08-09,1008,100000,35,5297414,4237931,VND
2021-03-02,1007,550000,39,5699936,4559948,VND
2021-05-07,1008,100000,32,5135981,4108784,VND
2021-10-04,1007,550000,34,5092035,4073628,VND
2021-10-06,1004,700000,42,6310514,5048411,VND
2021-11-15,1005,700000,38,5971544,4777235,VND
2021-02-04,1002,700000,45,6828671,5462936,VND
2021-07-14,1001,700000,41,6130158,4904126,VND
2021-07-03,1010,700000,33,5026414,4021131,VND
2021-11-04,1005,100000,26,3923099,3138479,VND
2021-02-10,1009,100000,38,5898967,4719173,VND
2021-09-26,1001,550000,30,4504380,3603504,VND
2021-05-09,1007,700000,40,6413588,5130870,VND
2021-11-15,1004,100000,39,6211897,4969517,VND
2021-05-02,1006,550000,43,6553944,5243155,VND
2021-12-05,1004,550000,26,3947523,3158018,VND
2021-08-04,1010,100000,36,5626301,4501040,VND
2021-11-27,1007,550000,38,5666237,4532989,VND
2021-02-06,1003,700000,41,6465310,5172248,VND
2021-04-25,1009,700000,31,4804510,3843608,VND
2021-06-26,1001,550000,32,4968574,3974859,VND
2021-04-19,1001,100000,35,5310767,4248613,VND
2021-09-25,1010,100000,42,6765897,5412717,VND
2021-02-02,1004,700000,37,5519442,4415553,VND
2021-10-17,1002,700000,44,6498332,5198665,VND
2021-01-15,1010,700000,46,7092368,5673894,VND
2021-11-08,1002,100000,39,5994691,4795752,VND
2021-06-25,1003,550000,47,7137188,5709750,VND
2021-11-12,1003,550000,36,5351894,4281515,VND
2021-05-10,1001,100000,42,6323042,5058433,VND
2021-09-16,1001,700000,36,5629986,4503988,VND
2021-12-21,1009,700000,48,7099567,5679653,VND
2021-12-26,1004,550000,41,6403397,5122717,VND
2021-11-12,1007,550000,37,5670753,4536602,VND
2021-08-22,1005,700000,32,4683507,3746805,VND
2021-01-08,1008,550000,33,4933543,3946834,VND
2021-01-25,1006,550000,41,6215168,4972134,VND
2021-12-14,1002,550000,40,6206503,4965202,VND
2021-06-25,1008,100000,27,4084503,3267602,VND
2021-01-10,1008,550000,41,6222642,4978113,VND
2021-06-04,1009,550000,39,5914406,4731524,VND
2021-07-06,1006,100000,35,5161338,4129070,VND
2021-03-20,1006,550000,37,5412886,4330308,VND
2021-12-05,1008,700000,33,4969981,3975984,VND
2021-02-17,1002,550000,39,5978150,4782520,VND
2021-11-15,1009,700000,39,5863224,4690579,VND
2021-05-25,1009,700000,41,6095701,4876560,VND
2021-08-05,1008,550000,39,6130679,4904543,VND
2021-11-28,1008,700000,40,5933098,4746478,VND
2021-07-23,1010,700000,36,5613568,4490854,VND
2021-12-11,1006,550000,47,7178303,5742642,VND
2021-12-11,1008,700000,34,5356502,4285201,VND
2021-12-04,1006,700000,29,4282087,3425669,VND
2021-07-06,1001,550000,35,5275831,4220664,VND
2021-02-15,1005,100000,32,4807416,3845932,VND
2021-12-06,1006,700000,39,5821211,4656968,VND
2021-07-08,1010,700000,37,5624662,4499729,VND
2021-07-23,1001,100000,37,5871996,4697596,VND
2021-09-02,1005,100000,42,6449002,5159201,VND
2021-11-14,1006,550000,51,7797043,6237634,VND
2021-01-01,1005,700000,50,7513329,6010663,VND
2021-03-13,1004,100000,49,7487851,5990280,VND
2021-07-10,1002,700000,45,6801910,5441528,VND
2021-05-14,1006,550000,31,4848933,3879146,VND
2021-04-15,1001,100000,34,5473064,4378451,VND
2021-03-03,1007,100000,46,7347060,5877648,VND
2021-05-06,1004,100000,32,4954375,3963500,VND
2021-12-04,1008,700000,33,5035261,4028208,VND
2021-07-05,1007,100000,41,6488276,5190620,VND
2021-03-01,1004,100000,38,5773975,4619180,VND
2021-11-28,1005,550000,36,5288784,4231027,VND
2021-12-08,1007,700000,45,7002616,5602092,VND
2021-06-24,1003,100000,40,6214142,4971313,VND
2021-07-01,1006,100000,29,4561268,3649014,VND
2021-07-23,1004,700000,34,5304637,4243709,VND
2021-10-15,1003,700000,30,4648520,3718816,VND
2021-11-11,1010,550000,30,4622619,3698095,VND
2021-04-11,1007,550000,34,4974227,3979381,VND
2021-07-01,1001,700000,39,6212331,4969864,VND
2021-02-10,1008,100000,33,4850424,3880339,VND
2021-07-04,1002,100000,45,7056849,5645479,VND
2021-08-20,1001,550000,38,5796313,4637050,VND
2021-11-08,1003,100000,38,6053565,4842852,VND
2021-11-19,1010,100000,34,5212223,4169778,VND
2021-07-20,1006,100000,38,5636279,4509023,VND
2021-11-19,1002,700000,30,4520250,3616200,VND
2021-06-05,1001,100000,32,4696866,3757492,VND
2021-09-05,1007,700000,34,5233070,4186456,VND
2021-05-09,1003,700000,32,5009737,4007789,VND
2021-07-09,1009,100000,35,5291562,4233249,VND
2021-11-09,1010,700000,40,5940594,4752475,VND
2021-12-02,1001,100000,36,5638117,4510493,VND
2021-01-23,1003,700000,40,5972425,4777940,VND
2021-09-21,1009,550000,32,4876359,3901087,VND
2021-07-10,1005,100000,43,6312114,5049691,VND
2021-02-26,1001,550000,47,7193518,5754814,VND
2021-09-23,1006,550000,43,6307997,5046397,VND
2021-08-03,1003,550000,38,6083672,4866937,VND
2021-01-23,1007,550000,30,4566261,3653008,VND
2021-05-07,1010,550000,41,6594660,5275728,VND
2021-10-03,1008,550000,54,8485879,6788703,VND
2021-05-21,1002,550000,30,4686825,3749460,VND
2021-12-07,1001,700000,35,5121408,4097126,VND
2021-09-14,1001,700000,36,5588028,4470422,VND
2021-04-20,1010,100000,39,5775995,4620796,VND
2021-12-23,1003,100000,36,5587839,4470271,VND
2021-01-05,1002,100000,44,6541365,5233092,VND
2021-09-16,1002,700000,29,4431907,3545525,VND
2021-11-24,1006,700000,41,6547347,5237877,VND
2021-07-17,1010,100000,34,5381689,4305351,VND
2021-01-03,1010,100000,29,4240213,3392170,VND
2021-07-22,1009,550000,41,6267467,5013973,VND
2021-07-18,1007,100000,30,4801516,3841212,VND
2021-05-25,1002,100000,51,8002901,6402320,VND
2021-11-27,1010,100000,38,5809616,4647692,VND
2021-08-05,1005,700000,37,5525055,4420044,VND
2021-10-04,1005,100000,43,6763002,5410401,VND
2021-09-13,1010,100000,36,5476635,4381308,VND
2021-10-28,1010,700000,33,5083694,4066955,VND
2021-12-21,1005,100000,37,5499987,4399989,VND
2021-11-19,1010,700000,51,8182890,6546312,VND
2021-12-26,1003,550000,33,5093014,4074411,VND
2021-05-25,1001,100000,38,6124959,4899967,VND
2021-05-19,1002,700000,31,4999325,3999460,VND
2021-08-01,1007,550000,39,5728441,4582752,VND
2021-10-02,1002,700000,30,4540872,3632697,VND
2021-03-26,1007,550000,34,5425938,4340750,VND
2021-08-07,1002,100000,35,5588079,4470463,VND
2021-08-08,1003,100000,39,6183871,4947096,VND
2021-06-05,1010,100000,26,3830835,3064668,VND
2021-05-25,1010,550000,37,5669262,4535409,VND
2021-08-13,1009,700000,34,5207238,4165790,VND
2021-04-06,1001,700000,35,5113906,4091124,VND
2021-01-05,1008,550000,39,6111486,4889188,VND
2021-01-26,1002,700000,36,5695089,4556071,VND
2021-01-14,1005,550000,27,4284884,3427907,VND
2021-01-21,1006,100000,35,5127046,4101636,VND
2021-01-10,1008,100000,26,4028999,3223199,VND
2021-12-27,1009,100000,38,5992475,4793980,VND
2021-10-26,1009,700000,39,5846916,4677532,VND
2021-11-04,1010,700000,40,6183581,4946864,VND
2021-08-17,1004,100000,35,5245304,4196243,VND
2021-06-18,1005,100000,32,5114713,4091770,VND
2021-06-01,1009,100000,39,6212114,4969691,VND
2021-09-24,1001,700000,40,6408403,5126722,VND
2021-06-12,1001,550000,41,6268753,5015002,VND
2021-06-22,1001,100000,30,4652369,3721895,VND
2021-12-09,1005,100000,33,4926685,3941348,VND
2021-11-05,1010,100000,25,3715803,2972642,VND
2021-12-09,1002,700000,37,5798870,4639096,VND
2021-02-22,1002,550000,34,5458212,4366569,VND
2021-11-09,1008,700000,47,6986618,5589294,VND
2021-04-18,1009,550000,39,5935735,4748588,VND
2021-12-26,1010,100000,35,5340274,4272219,VND
2021-06-18,1004,700000,18,2674015,2139212,VND
2021-11-04,1008,100000,45,6810633,5448506,VND
2021-07-10,1010,700000,38,5970938,4776750,VND
2021-02-07,1002,100000,38,5864028,4691222,VND
2021-02-25,1001,100000,47,7408959,5927167,VND
2021-06-04,1010,100000,34,5407450,4325960,VND
2021-12-13,1007,550000,37,5762181,4609744,VND
2021-06-07,1001,550000,34,5037287,4029829,VND
2021-07-22,1008,550000,42,6775928,5420742,VND
2021-05-13,1003,550000,37,5644375,4515500,VND
2021-07-23,1005,700000,31,4892887,3914309,VND
2021-10-05,1009,700000,50,7953486,6362788,VND
2021-05-25,1008,700000,38,6092569,4874055,VND
2021-12-24,1010,550000,42,6744217,5395373,VND
2021-04-19,1008,550000,42,6402146,5121716,VND
2021-10-27,1001,700000,28,4482375,3585900,VND
2021-06-05,1001,100000,41,6021539,4817231,VND
2021-03-20,1003,100000,42,6540202,5232161,VND
2021-08-26,1010,100000,34,5205365,4164292,VND
2021-09-12,1007,550000,42,6679992,5343993,VND
2021-10-27,1009,100000,40,6060808,4848646,VND
2021-05-17,1008,100000,43,6777482,5421985,VND
2021-12-03,1006,100000,39,6249196,4999356,VND
2021-09-27,1007,550000,35,5524077,4419261,VND
2021-06-26,1008,700000,27,3976990,3181592,VND
2021-08-16,1010,100000,47,7476157,5980925,VND
2021-11-14,1004,700000,44,6640754,5312603,VND
2021-02-15,1009,100000,38,5843984,4675187,VND
2021-09-21,1003,700000,40,6156807,4925445,VND
2021-08-14,1010,700000,36,5586568,4469254,VND
2021-08-03,1009,550000,41,6270822,5016657,VND
2021-04-08,1010,700000,35,5117888,4094310,VND
2021-06-24,1006,700000,31,4754836,3803868,VND
2021-09-28,1003,700000,30,4840551,3872440,VND
2021-06-10,1005,550000,33,5211754,4169403,VND
2021-05-06,1001,550000,37,5419219,4335375,VND
2021-06-19,1005,550000,40,6188358,4950686,VND
2021-06-21,1006,100000,36,5542453,4433962,VND
2021-02-25,1010,550000,47,6972746,5578196,VND
2021-10-11,1003,550000,41,6529229,5223383,VND
2021-04-24,1010,700000,35,5470401,4376320,VND
2021-08-27,1002,700000,33,4939708,3951766,VND
2021-02-10,1002,700000,52,8105319,6484255,VND
2021-10-12,1005,700000,47,7375478,5900382,VND
2021-01-12,1006,550000,32,4735662,3788529,VND
2021-09-25,1004,100000,37,5627307,4501845,VND
2021-07-28,1010,100000,36,5598234,4478587,VND
2021-10-22,1005,100000,42,6610346,5288276,VND
2021-12-27,1001,550000,36,5693259,4554607,VND
2021-08-07,1003,550000,49,7736245,6188996,VND
2021-12-27,1008,550000,40,6105711,4884568,VND
2021-08-02,1010,550000,31,4645595,3716476,VND
2021-01-12,1006,700000,47,7404727,5923781,VND
2021-10-03,1002,100000,37,5880918,4704734,VND
2021-12-18,1003,100000,36,5304730,4243784,VND
2021-08-09,1010,550000,33,5035680,4028544,VND
2021-04-01,1002,550000,40,6234040,4987232,VND
2021-05-03,1005,100000,35,5144569,4115655,VND
2021-03-21,1009,700000,35,5367632,4294105,VND
2021-03-19,1001,100000,35,5331727,4265381,VND
2021-09-17,1004,100000,30,4614821,3691856,VND
2021-05-08,1002,100000,46,7260233,5808186,VND
2021-07-27,1005,100000,24,3710444,2968355,VND
2021-11-20,1008,550000,45,7029511,5623608,VND
2021-05-24,1007,550000,39,6098271,4878616,VND
2021-08-22,1003,700000,31,4666066,3732852,VND
2021-07-02,1010,100000,33,5317033,4253626,VND
2021-03-02,1002,100000,50,7389355,5911484,VND
2021-03-02,1010,550000,36,5454562,4363649,VND
2021-12-15,1003,550000,44,7057014,5645611,VND
2021-08-01,1010,700000,41,6505908,5204726,VND
2021-06-06,1005,100000,36,5642102,4513681,VND
2021-08-15,1003,550000,39,6218623,4974898,VND
2021-05-13,1003,550000,50,7375834,5900667,VND
2021-08-21,1004,700000,26,3941882,3153505,VND
2021-07-23,1010,100000,25,3913487,3130789,VND
2021-04-02,1006,700000,42,6618247,5294597,VND
2021-05-16,1006,700000,37,5622944,4498355,VND
2021-03-22,1007,700000,40,5900780,4720624,VND
2021-12-07,1002,100000,26,3883389,3106711,VND
2021-05-09,1010,100000,38,5804349,4643479,VND
2021-03-16,1009,700000,32,4713230,3770584,VND
2021-03-04,1004,100000,37,5826990,4661592,VND
2021-11-27,1004,100000,40,6067283,4853826,VND
2021-03-23,1004,100000,30,4603521,3682816,VND
2021-09-12,1008,700000,39,5711725,4569380,VND
2021-09-07,1009,700000,26,4164739,3331791,VND
2021-05-21,1006,550000,36,5382338,4305870,VND
2021-12-22,1009,100000,30,4699616,3759692,VND
2021-07-12,1006,100000,38,6090577,4872461,VND
2021-12-26,1008,100000,31,4647038,3717630,VND
2021-01-13,1006,700000,42,6208045,4966436,VND
2021-05-06,1003,550000,39,5900335,4720268,VND
2021-10-06,1004,700000,52,7598490,6078792,VND
2021-09-20,1006,550000,40,6255696,5004556,VND
2021-12-23,1010,100000,44,6782041,5425632,VND
2021-09-10,1005,700000,40,6445630,5156504,VND
2021-05-12,1004,700000,34,5338949,4271159,VND
2021-09-06,1006,100000,36,5736563,4589250,VND
2021-12-10,1004,550000,37,5612929,4490343,VND
2021-05-12,1003,550000,42,6649166,5319332,VND
2021-11-10,1008,100000,37,5450871,4360696,VND
2021-08-11,1005,700000,41,6512086,5209668,VND
2021-08-06,1003,550000,35,5379086,4303268,VND
2021-05-20,1005,550000,35,5386720,4309376,VND
2021-05-25,1007,550000,43,6333807,5067045,VND
2021-12-15,1001,550000,37,5445864,4356691,VND
2021-10-23,1007,100000,33,5004063,4003250,VND
2021-06-23,1002,700000,29,4546078,3636862,VND
2021-07-08,1005,700000,35,5194137,4155309,VND
2021-07-16,1008,550000,27,4065627,3252501,VND
2021-07-04,1008,100000,39,6004031,4803224,VND
2021-10-19,1007,550000,46,7005390,5604312,VND
2021-02-10,1006,700000,40,6052513,4842010,VND
2021-02-11,1008,100000,36,5281675,4225340,VND
2021-10-05,1001,100000,35,5470709,4376567,VND
2021-12-24,1007,700000,41,6457227,5165781,VND
2021-04-13,1001,700000,41,6228105,4982484,VND
2021-05-12,1002,100000,41,6206507,4965205,VND
2021-03-23,1003,100000,33,5119076,4095260,VND
2021-06-07,1007,550000,35,5268984,4215187,VND
2021-11-01,1007,700000,30,4699656,3759724,VND
2021-08-10,1010,100000,40,6379656,5103724,VND
2021-06-03,1002,550000,36,5325929,4260743,VND
2021-08-12,1002,700000,38,5867277,4693821,VND
2021-11-08,1009,100000,32,4959443,3967554,VND
2021-05-26,1010,100000,35,5167916,4134332,VND
2021-07-05,1002,550000,28,4258472,3406777,VND
2021-10-08,1009,100000,38,6062740,4850192,VND
2021-08-27,1010,550000,30,4671139,3736911,VND
2021-09-18,1008,550000,21,3214215,2571372,VND
2021-06-20,1005,700000,36,5731707,4585365,VND
2021-02-25,1008,700000,27,4122289,3297831,VND
2021-11-15,1003,100000,51,8084801,6467840,VND
2021-09-10,1010,100000,38,5653449,4522759,VND
2021-12-01,1002,550000,43,6336114,5068891,VND
2021-11-25,1010,700000,47,6897204,5517763,VND
2021-12-18,1007,700000,39,5943744,4754995,VND
2021-03-16,1004,100000,41,6422268,5137814,VND
2021-05-28,1002,700000,52,7765875,6212700,VND
2021-05-09,1008,550000,39,6157217,4925773,VND
2021-05-25,1002,100000,44,6937513,5550010,VND
2021-06-18,1010,100000,39,5833881,4667104,VND
2021-09-27,1002,550000,35,5538536,4430828,VND
2021-08-07,1008,100000,45,7121879,5697503,VND
2021-05-19,1006,550000,40,6147233,4917786,VND
2021-01-18,1003,550000,45,6882281,5505824,VND
2021-05-04,1010,100000,37,5471239,4376991,VND
2021-10-03,1008,550000,54,8149719,6519775,VND
2021-03-04,1010,100000,38,6131276,4905020,VND
2021-04-03,1010,100000,33,4888735,3910988,VND
2021-11-01,1010,100000,38,5621490,4497192,VND
2021-12-15,1003,550000,36,5402769,4322215,VND
2021-10-01,1010,550000,32,5019289,4015431,VND
2021-06-03,1005,550000,31,4529913,3623930,VND
2021-04-06,1004,100000,45,7260526,5808420,VND
2021-07-26,1008,550000,32,5147126,4117700,VND
2021-02-23,1007,550000,34,5130117,4104093,VND
2021-05-21,1001,100000,44,6580026,5264020,VND
2021-08-08,1001,100000,38,6118114,4894491,VND
2021-07-07,1009,100000,34,5266319,4213055,VND
2021-02-05,1004,700000,27,4065205,3252164,VND
2021-12-12,1008,700000,47,7399355,5919484,VND
2021-12-21,1002,100000,43,6690974,5352779,VND
2021-01-05,1007,100000,27,4138145,3310516,VND
2021-12-22,1003,100000,41,6607317,5285853,VND
2021-07-26,1005,550000,40,6185041,4948032,VND
2021-12-02,1009,550000,35,5406937,4325549,VND
2021-11-03,1007,700000,36,5336368,4269094,VND
2021-02-18,1005,100000,55,8591685,6873348,VND
2021-02-11,1010,700000,44,7006328,5605062,VND
2021-03-25,1010,100000,40,6062851,4850280,VND
2021-11-28,1004,700000,30,4661311,3729048,VND
2021-07-13,1002,700000,36,5454322,4363457,VND
2021-06-22,1004,100000,42,6138564,4910851,VND
2021-08-25,1006,700000,45,6625311,5300248,VND
2021-07-22,1006,550000,43,6914977,5531981,VND
2021-07-01,1006,700000,40,6131576,4905260,VND
2021-05-27,1008,100000,37,5502200,4401760,VND
2021-02-11,1004,100000,42,6203389,4962711,VND
2021-03-25,1002,100000,32,4940012,3952009,VND
2021-12-06,1010,550000,39,5782929,4626343,VND
2021-11-03,1006,550000,38,5647792,4518233,VND
2021-11-18,1003,100000,45,6648591,5318872,VND
2021-06-24,1009,700000,38,5733199,4586559,VND
2021-04-06,1003,100000,41,6046629,4837303,VND
2021-11-03,1007,700000,30,4811263,3849010,VND
2021-03-16,1004,100000,36,5555756,4444604,VND
2021-06-13,1009,700000,33,5228251,4182600,VND
2021-04-06,1010,700000,31,4990043,3992034,VND
2021-12-26,1003,100000,32,4703470,3762776,VND
2021-08-01,1003,100000,40,5970144,4776115,VND
2021-04-02,1005,550000,29,4626730,3701384,VND
2021-05-09,1007,100000,31,4546319,3637055,VND
2021-04-27,1004,550000,39,5759728,4607782,VND
2021-08-26,1009,100000,31,4531133,3624906,VND
2021-12-22,1009,100000,39,5710430,4568344,VND
2021-08-20,1009,700000,24,3728898,2983118,VND
2021-11-26,1006,550000,45,7204466,5763572,VND
2021-12-10,1010,100000,31,4672460,3737968,VND
2021-05-13,1004,100000,43,6472521,5178016,VND
2021-04-14,1008,700000,38,5994128,4795302,VND
2021-05-21,1002,700000,32,4785631,3828504,VND
2021-08-02,1008,100000,39,6179489,4943591,VND
2021-11-04,1004,100000,34,5385705,4308564,VND
2021-11-10,1002,550000,36,5259232,4207385,VND
2021-09-19,1001,550000,37,5463676,4370940,VND
2021-09-19,1003,100000,29,4452004,3561603,VND
2021-05-15,1005,100000,40,5900903,4720722,VND
2021-09-13,1004,550000,33,5179866,4143892,VND
2021-12-08,1009,550000,32,4782690,3826152,VND
2021-06-08,1009,100000,39,6105710,4884568,VND
2021-12-03,1001,100000,37,5719831,4575864,VND
2021-08-12,1001,700000,54,7966322,6373057,VND
2021-05-09,1007,100000,45,6591107,5272885,VND
2021-03-13,1001,550000,28,4455905,3564724,VND
2021-04-10,1005,550000,42,6650431,5320344,VND
